,Drug,Gene
14132,DB00142,84706
14133,DB00157,231
14134,DB00688,54575
14135,DB09074,142
14136,DB00334,2556
14137,DB00672,1557
14138,DB06700,6530
14139,DB01240,5739
14140,DB00118,27232
14141,DB09028,1137
14142,DB03147,5447
14143,DB00281,1577
14144,DB01407,7124
14145,DB01110,1555
14146,DB05305,3596
14147,DB00327,4986
14148,DB00468,1571
14149,DB00074,9103
14150,DB00514,1135
14151,DB01812,9957
14152,DB04447,8312
14153,DB08078,5467
14154,DB00541,203068
14155,DB00047,3643
14156,DB02659,1329
14157,DB03065,4846
14158,DB00501,1571
14159,DB05007,2050
14160,DB00313,55800
14161,DB03147,1610
14162,DB08575,4311
14163,DB00563,316
14164,DB00121,5091
14165,DB00852,6531
14166,DB00976,1544
14167,DB05210,5295
14168,DB08689,6390
14169,DB00388,4128
14170,DB00054,2214
14171,DB00162,9249
14172,DB00242,1633
14173,DB03023,3932
14174,DB07836,5319
14175,DB00932,1557
14176,DB00242,5422
14177,DB05165,1977
14178,DB00056,712
14179,DB08574,4301
14180,DB00459,6257
14181,DB05264,1439
14182,DB00628,2555
14183,DB07901,23173
14184,DB01156,1136
14185,DB00312,2891
14186,DB00898,130
14187,DB07995,5566
14188,DB06155,1576
14189,DB00819,766
14190,DB01037,1548
14191,DB02177,3683
14192,DB01346,2555
14193,DB05271,1544
14194,DB00172,8974
14195,DB02379,3098
14196,DB08001,5770
14197,DB01873,10376
14198,DB00583,788
14199,DB01136,7498
14200,DB01632,54963
14201,DB00491,23193
14202,DB00831,54657
14203,DB01083,8513
14204,DB00777,146
14205,DB07401,10975
14206,DB08690,1537
14207,DB03589,4200
14208,DB01078,476
14209,DB00087,2213
14210,DB00690,2560
14211,DB00983,154
14212,DB02059,23410
14213,DB01608,150
14214,DB01201,1577
14215,DB00152,1580
14216,DB00358,43
14217,DB01284,4158
14218,DB03981,2247
14219,DB00509,7067
14220,DB01595,1571
14221,DB00996,2905
14222,DB01632,3251
14223,DB00751,150
14224,DB00596,2908
14225,DB03906,3162
14226,DB04817,1576
14227,DB07242,5292
14228,DB00102,2
14229,DB08231,2760
14230,DB01233,3359
14231,DB00674,1134
14232,DB03539,1118
14233,DB03247,54363
14234,DB00025,3309
14235,DB04892,590
14236,DB03283,43
14237,DB03796,5375
14238,DB03721,1066
14239,DB01353,2898
14240,DB08277,3290
14241,DB00720,293
14242,DB02010,1017
14243,DB06719,1588
14244,DB00921,1576
14245,DB01595,2556
14246,DB06837,11096
14247,DB07316,3290
14248,DB00668,153
14249,DB00396,1565
14250,DB07854,5566
14251,DB01254,1969
14252,DB00615,7184
14253,DB08808,155
14254,DB00975,10846
14255,DB01224,3354
14256,DB05470,1432
14257,DB01049,2558
14258,DB00030,1544
14259,DB01388,784
14260,DB02898,1017
14261,DB00683,2557
14262,DB00141,2683
14263,DB03499,1431
14264,DB00130,343641
14265,DB00567,1565
14266,DB00468,1558
14267,DB01756,22934
14268,DB04315,998
14269,DB01665,5644
14270,DB08140,1017
14271,DB00850,1559
14272,DB00869,1559
14273,DB00123,84889
14274,DB01354,2554
14275,DB01420,1312
14276,DB00121,5096
14277,DB04269,5644
14278,DB07643,28960
14279,DB08901,2260
14280,DB00182,134864
14281,DB00130,7053
14282,DB00141,51172
14283,DB00738,1558
14284,DB01215,2565
14285,DB01339,1135
14286,DB00517,1131
14287,DB06290,1576
14288,DB00663,2908
14290,DB01115,1544
14291,DB01175,1557
14292,DB01760,392399
14293,DB05022,7155
14294,DB05210,5591
14295,DB00726,3350
14296,DB01483,2556
14297,DB01221,1133
14298,DB01016,8647
14299,DB00365,1544
14300,DB05760,796
14301,DB01118,1558
14302,DB00182,9607
14303,DB01036,1565
14304,DB01597,1800
14305,DB04562,50
14306,DB00604,1557
14307,DB00237,2567
14308,DB01136,152
14309,DB03814,403
14310,DB00475,2567
14311,DB00246,1814
14312,DB00501,1576
14313,DB06204,4986
14314,DB00960,153
14315,DB05057,100
14316,DB01023,776
14317,DB02098,6035
14318,DB01043,2903
14319,DB05266,5139
14320,DB00393,1576
14321,DB01424,1586
14322,DB02613,5408
14323,DB01483,2558
14324,DB00537,1576
14325,DB08810,3356
14326,DB00396,4306
14327,DB06702,1133
14328,DB04020,2100
14329,DB00461,5742
14330,DB00604,3757
14331,DB00160,64902
14332,DB00504,4988
14333,DB01174,2903
14334,DB01442,6571
14335,DB00477,590
14336,DB08932,1557
14337,DB07440,2147
14338,DB00230,773
14339,DB00333,1555
14340,DB00881,1636
14341,DB00062,6288
14342,DB03554,1806
14343,DB00543,2568
14344,DB00334,1557
14345,DB01074,1374
14346,DB00313,6331
14347,DB02831,51181
14348,DB00459,1592
14349,DB00214,1559
14350,DB00777,148
14351,DB01254,25
14352,DB01320,1559
14353,DB02620,5770
14354,DB01151,147
14355,DB02080,5320
14356,DB00477,1128
14357,DB01068,2560
14358,DB01373,27032
14359,DB04464,1349
14360,DB00687,4306
14361,DB00570,203068
14362,DB01049,3358
14363,DB03766,10243
14364,DB03403,51727
14365,DB00121,1545
14366,DB01020,2977
14367,DB01026,1592
14368,DB00277,1565
14369,DB08846,5578
14370,DB02054,4942
14371,DB06637,3738
14372,DB00188,5686
14373,DB01062,1128
14374,DB01412,135
14375,DB07202,1436
14376,DB00171,65061
14377,DB01174,1543
14378,DB00367,1576
14379,DB01525,590
14380,DB00496,1576
14381,DB05804,100861540
14382,DB05804,1551
14383,DB00176,1576
14384,DB01375,7417
14385,DB02077,4846
14386,DB00495,7364
14387,DB02010,5170
14388,DB01942,2246
14389,DB04896,2905
14390,DB00420,1129
14391,DB00898,10327
14392,DB00250,4353
14393,DB00690,2563
14394,DB00334,2566
14395,DB00786,118856
14396,DB00408,3356
14397,DB03203,51228
14398,DB00071,3480
14399,DB00048,1280
14400,DB01159,116444
14401,DB01200,1815
14402,DB08490,4322
14403,DB03490,1017
14404,DB08911,5605
14405,DB02300,4353
14406,DB00797,150
14407,DB05030,3082
14408,DB03793,9367
14409,DB00252,1576
14410,DB02234,4846
14411,DB01054,783
14412,DB00228,2743
14413,DB00208,1559
14414,DB06695,2147
14415,DB02888,2280
14416,DB01041,51185
14417,DB08044,1803
14418,DB03461,3290
14419,DB00064,6288
14420,DB01955,30814
14421,DB00726,6530
14422,DB00139,56670
14423,DB01283,1559
14424,DB07056,3290
14425,DB03777,5292
14426,DB00809,1132
14427,DB08038,5650
14428,DB00543,2561
14429,DB00599,2555
14430,DB07738,23621
14431,DB00471,1558
14432,DB00114,883
14433,DB07932,2099
14434,DB01589,2570
14435,DB00586,1544
14436,DB02482,5567
14437,DB03173,5644
14438,DB00835,1133
14439,DB01224,1557
14440,DB04372,58488
14441,DB08864,8856
14443,DB01200,3352
14444,DB01595,2565
14445,DB01224,100861540
14446,DB01224,1551
14447,DB04301,5644
14448,DB00568,8913
14449,DB00145,27232
14450,DB00231,200959
14451,DB01095,54659
14452,DB00530,1544
14453,DB00563,1719
14454,DB07358,2645
14455,DB00295,54576
14456,DB00273,2568
14457,DB04081,760
14458,DB00321,155
14459,DB00363,3363
14460,DB06770,1576
14461,DB04786,2147
14462,DB01452,4986
14463,DB01972,7053
14464,DB00533,1576
14465,DB01211,3757
14466,DB02498,142
14467,DB03021,58
14468,DB00557,3269
14469,DB00075,9103
14470,DB00780,18
14471,DB00583,123096
14472,DB03796,3174
14473,DB06731,100861540
14474,DB06731,1551
14475,DB00142,2747
14476,DB01162,3757
14477,DB00454,2905
14478,DB00121,5095
14479,DB01211,10599
14480,DB00112,712
14481,DB00157,7915
14482,DB07215,8648
14483,DB07462,1312
14484,DB00288,2908
14485,DB01142,151
14486,DB00797,3274
14487,DB00679,148
14488,DB03835,5837
14489,DB01025,3562
14490,DB06738,4986
14491,DB00055,7056
14492,DB01174,2891
14493,DB00216,1559
14494,DB00495,1558
14495,DB01600,5743
14496,DB00270,781
14497,DB06216,148
14498,DB00153,1594
14499,DB00163,8856
14500,DB00228,3783
14501,DB03900,801
14502,DB03900,805
14503,DB03900,808
14504,DB04254,3320
14505,DB07080,7376
14506,DB07983,5742
14507,DB00184,55584
14508,DB08276,79784
14509,DB00273,2560
14510,DB06772,1577
14511,DB01225,4353
14512,DB01580,1565
14513,DB00033,3459
14514,DB04522,3749
14515,DB00245,3269
14516,DB01403,1133
14517,DB01972,8654
14518,DB00475,2566
14519,DB03557,5770
14520,DB09035,5133
14521,DB07277,2159
14522,DB05389,10296
14523,DB08059,5290
14524,DB03814,2950
14525,DB08908,9817
14526,DB02494,51121
14527,DB07996,5569
14528,DB00142,2058
14529,DB00381,100861540
14530,DB00381,1551
14531,DB00413,1814
14532,DB09079,2324
14533,DB00579,6532
14534,DB00454,2904
14535,DB00144,9791
14536,DB00313,1562
14537,DB00381,1548
14538,DB01660,10295
14539,DB07538,1017
14540,DB01205,2558
14541,DB00046,3480
14542,DB00209,1565
14543,DB00564,1559
14544,DB04447,4482
14545,DB00371,2557
14546,DB01017,54205
14547,DB01915,2950
14548,DB01159,2563
14549,DB08153,3326
14550,DB03435,27087
14551,DB00205,1559
14552,DB05483,23352
14553,DB00368,6571
14554,DB01142,1557
14555,DB08334,4282
14556,DB00126,1621
14557,DB05184,27
14558,DB07779,1803
14559,DB02471,3938
14560,DB07585,2932
14561,DB02426,291
14562,DB00573,5742
14563,DB01026,1576
14564,DB01194,760
14565,DB01043,2902
14566,DB04218,100
14567,DB00254,567
14568,DB00073,9103
14569,DB00928,978
14570,DB00133,9517
14571,DB08373,7356
14572,DB00771,1128
14573,DB08080,58
14574,DB00871,154
14575,DB00268,1812
14576,DB00533,2006
14577,DB00268,1814
14578,DB00643,10383
14579,DB01069,801
14580,DB01069,805
14581,DB01069,808
14582,DB01234,1557
14583,DB03413,1854
14584,DB00157,4731
14585,DB00082,590
14586,DB00031,3856
14587,DB04510,7167
14588,DB00615,3320
14589,DB00072,715
14590,DB01997,4843
14591,DB00813,4986
14592,DB01960,1977
14593,DB01143,251
14594,DB01424,1576
14595,DB00157,4540
14596,DB01595,2569
14597,DB02854,51170
14598,DB00030,4036
14599,DB00142,79751
14600,DB00501,1544
14601,DB00943,1565
14602,DB02535,760
14603,DB03978,8565
14604,DB00682,1557
14605,DB00856,1588
14606,DB08930,100861540
14607,DB08930,1551
14608,DB00388,147
14609,DB06218,6328
14610,DB08087,367
14611,DB00753,2565
14612,DB08911,5604
14613,DB01095,1577
14614,DB00915,1644
14615,DB08786,3320
14616,DB09053,1565
14617,DB07980,89832
14618,DB00111,2214
14619,DB00072,716
14620,DB00368,147
14621,DB00806,5141
14622,DB00189,2564
14623,DB00128,10606
14624,DB01897,27306
14625,DB01076,196
14626,DB04395,1457
14627,DB01395,5241
14628,DB04178,291
14629,DB00328,145482
14630,DB00497,100861540
14631,DB00497,1551
14632,DB06603,3066
14633,DB04573,2099
14634,DB00412,1559
14635,DB00749,6256
14636,DB07000,673
14637,DB00402,2563
14638,DB01544,2559
14639,DB00255,1312
14640,DB00619,5159
14641,DB00295,54658
14642,DB05037,1017
14643,DB00455,1559
14644,DB00842,2560
14645,DB05034,4881
14646,DB00533,5743
14647,DB02259,5770
14648,DB01221,6530
14649,DB03268,6714
14650,DB04132,2953
14651,DB00383,1128
14652,DB00125,445
14653,DB01010,43
14654,DB00160,85007
14655,DB00757,1559
14656,DB01609,1576
14657,DB07203,1017
14658,DB02603,1017
14659,DB00029,2243
14660,DB00421,783
14661,DB00186,2564
14662,DB01363,6531
14663,DB00111,713
14664,DB01873,7278
14665,DB01873,113457
14666,DB00115,4548
14667,DB01442,4129
14668,DB00025,821
14669,DB07638,2099
14670,DB02379,280
14671,DB05309,2249
14672,DB05855,3576
14673,DB01708,1576
14674,DB00143,2879
14675,DB00227,100861540
14676,DB00227,1551
14677,DB03351,1719
14678,DB00895,2207
14679,DB03405,1513
14680,DB00543,55879
14681,DB00622,148
14682,DB05149,1111
14683,DB04272,9146
14684,DB01922,279
14685,DB01026,1588
14686,DB05869,7124
14687,DB00709,5230
14688,DB03461,5447
14689,DB00350,3758
14690,DB05366,5241
14691,DB00248,153
14692,DB00851,5226
14693,DB04617,43
14694,DB05212,4790
14695,DB00691,1636
14696,DB00171,445
14697,DB00252,1557
14698,DB00333,4988
14699,DB00749,5742
14700,DB04487,3627
14701,DB03374,389434
14702,DB08397,5770
14703,DB03159,5328
14704,DB00231,1557
14705,DB01069,1565
14706,DB00402,2556
14707,DB06413,6531
14708,DB01041,5743
14709,DB06770,1544
14710,DB03721,6401
14711,DB00624,1555
14712,DB00363,3362
14713,DB06728,1571
14714,DB00795,5319
14715,DB01115,801
14716,DB01115,805
14717,DB01115,808
14718,DB00184,1135
14719,DB06691,3269
14720,DB06779,7035
14721,DB01942,87769
14722,DB02542,7314
14723,DB05017,7124
14724,DB03783,1553
14725,DB01039,5465
14726,DB07061,9397
14727,DB00040,9340
14728,DB00099,1441
14730,DB00313,36
14731,DB00749,5743
14732,DB00176,1559
14733,DB05278,1544
14734,DB05855,1141
14735,DB00305,5447
14736,DB00197,5468
14737,DB01069,1559
14738,DB02108,1508
14739,DB06655,1803
14740,DB03552,7054
14741,DB05214,4843
14742,DB07317,3320
14743,DB02379,5837
14744,DB01811,4057
14745,DB07812,2932
14746,DB08393,1111
14747,DB00435,2977
14748,DB01099,1786
14749,DB00404,2555
14750,DB02222,4860
14751,DB01168,7498
14752,DB02638,554
14753,DB04956,7124
14754,DB00459,5914
14755,DB01221,1132
14756,DB01992,2648
14757,DB01186,3351
14758,DB09037,5133
14759,DB00163,266629
14760,DB00990,1576
14761,DB04920,778
14762,DB01400,590
14763,DB04417,6817
14764,DB04615,43
14765,DB01156,1571
14766,DB06201,1576
14767,DB04855,776
14768,DB06897,5347
14769,DB07771,3845
14770,DB02515,5207
14771,DB07431,9261
14772,DB05146,5159
14773,DB06694,147
14774,DB07474,3480
14775,DB06738,2906
14776,DB07848,2159
14777,DB06774,5743
14778,DB09054,1555
14779,DB08168,10105
14780,DB05391,2811
14781,DB03783,1571
14782,DB08236,10096
14783,DB01171,1565
14784,DB03202,1990
14785,DB08123,1017
14786,DB03909,547
14787,DB01014,5468
14788,DB00934,6530
14789,DB00189,2554
14790,DB00709,51727
14791,DB05688,6532
14792,DB08168,55869
14793,DB01151,153
14794,DB04392,1728
14795,DB05801,6241
14796,DB00688,1577
14797,DB00543,2567
14798,DB00334,3269
14799,DB00898,3359
14800,DB00434,54659
14801,DB03397,6675
14802,DB00172,64175
14803,DB01254,27
14804,DB00396,4986
14805,DB03048,1806
14806,DB01261,1576
14807,DB00794,1544
14808,DB04523,1513
14809,DB00029,5340
14810,DB04871,1557
14811,DB08558,3938
14812,DB01355,1571
14813,DB00131,5142
14814,DB00847,4887
14815,DB01108,2100
14816,DB00604,1544
14817,DB00818,2560
14818,DB00694,1544
14819,DB02690,142
14820,DB00071,1544
14821,DB08601,10499
14822,DB01349,1576
14823,DB00741,1558
14824,DB00168,80834
14825,DB00169,1558
14826,DB01437,2561
14827,DB00248,147
14828,DB00714,151
14829,DB00904,3360
14830,DB02348,5837
14831,DB03496,1956
14832,DB00200,4552
14833,DB00144,10396
14834,DB00648,2230
14835,DB08742,7421
14836,DB04908,1815
14837,DB01254,1544
14838,DB00829,2563
14839,DB00018,3455
14840,DB01142,1129
14841,DB00399,2224
14842,DB00317,1577
14843,DB00073,714
14844,DB06710,1555
14845,DB04863,3674
14846,DB08901,6714
14847,DB03904,1499
14848,DB08868,1565
14849,DB01200,151
14850,DB04764,64499
14851,DB04764,7177
14852,DB00202,1129
14853,DB01558,2567
14854,DB00748,1557
14855,DB00388,148
14856,DB03397,2582
14857,DB08867,1576
14858,DB01392,151
14859,DB04751,6195
14860,DB00674,1139
14861,DB00674,89832
14862,DB00481,1576
14863,DB05033,8754
14864,DB03769,191
14865,DB01412,5142
14866,DB07366,2147
14867,DB00367,1588
14868,DB00801,2568
14869,DB05317,2222
14870,DB00543,150
14871,DB01942,6035
14872,DB02964,5837
14873,DB08342,27095
14874,DB01234,1545
14875,DB01267,3358
14876,DB07148,5550
14877,DB00408,1812
14878,DB00540,150
14879,DB08030,4314
14880,DB04855,152
14881,DB00988,1813
14882,DB00440,1719
14883,DB01159,3760
14884,DB00491,8972
14885,DB00543,2564
14886,DB00114,8879
14887,DB02512,229
14888,DB04066,22949
14889,DB01050,1558
14890,DB04946,1814
14891,DB00335,154
14892,DB07422,367
14893,DB00432,7298
14894,DB04337,4151
14895,DB03100,4846
14896,DB00852,4772
14897,DB01588,2559
14898,DB00829,706
14899,DB01955,11253
14900,DB00661,773
14901,DB05198,3791
14902,DB06840,5644
14903,DB00943,1577
14904,DB01043,1813
14905,DB08055,3932
14906,DB01594,2561
14907,DB00098,920
14908,DB01577,4129
14909,DB02983,1178
14910,DB03593,28960
14911,DB07778,27089
14912,DB00777,1132
14913,DB01022,632
14914,DB01064,1543
14915,DB00997,5447
14916,DB04315,387
14917,DB00055,2157
14918,DB00390,476
14919,DB04185,2628
14920,DB08191,6446
14921,DB08676,2339
14922,DB00039,3339
14923,DB01009,1559
14924,DB08235,10097
14925,DB01928,43
14926,DB04213,2053
14927,DB00371,1557
14928,DB00587,10800
14929,DB01433,4988
14930,DB01238,1131
14931,DB00865,5447
14932,DB01024,54577
14933,DB00313,6328
14934,DB05036,23293
14935,DB02659,1346
14936,DB00661,778
14937,DB00696,1813
14938,DB01221,3351
14939,DB05468,3676
14940,DB07363,760
14941,DB02143,4842
14942,DB06589,3702
14943,DB05869,3146
14944,DB07528,3791
14945,DB00413,3352
14946,DB04091,4153
14947,DB02272,210
14948,DB01014,240
14949,DB00289,116444
14950,DB00295,7366
14951,DB00477,148
14952,DB00477,150
14953,DB08249,1723
14954,DB06948,1017
14955,DB08910,5743
14956,DB06605,1557
14957,DB00636,1579
14958,DB00426,1576
14959,DB06148,148
14960,DB08231,5566
14961,DB00201,1577
14962,DB08733,10863
14963,DB01364,6571
14964,DB00640,140
14965,DB04017,4128
14966,DB05046,4986
14967,DB08113,5566
14968,DB01235,1813
14969,DB00145,189
14970,DB00363,54657
14971,DB00780,64816
14972,DB00281,100861540
14973,DB00281,1551
14974,DB01086,6336
14975,DB01435,1558
14976,DB05408,840
14977,DB07227,2339
14978,DB07205,8565
14980,DB04871,2326
14982,DB00945,3551
14983,DB01571,4986
14984,DB05351,495
14985,DB08895,3716
14986,DB00975,5141
14987,DB03796,5047
14988,DB00321,147
14989,DB01049,3354
14990,DB04972,2950
14991,DB05829,5745
14992,DB08519,3791
14993,DB00794,2554
14994,DB00184,1555
14995,DB03792,6035
14996,DB06216,154
14997,DB00788,7364
14998,DB00897,2565
14999,DB00861,54576
15000,DB00126,54681
15001,DB08280,3290
15002,DB01171,1544
15003,DB00477,146
15004,DB00334,1565
15005,DB00553,1544
15006,DB08901,1565
15007,DB00332,1576
15008,DB00184,1559
15009,DB01041,2263
15010,DB07670,1562
15011,DB01363,4128
15012,DB00802,4988
15013,DB00257,1584
15014,DB00408,6530
15015,DB01483,1137
15016,DB02193,5644
15017,DB07719,5770
15018,DB01011,1585
15019,DB00953,1544
15020,DB03616,58
15021,DB00515,590
15022,DB00800,152
15023,DB01110,1584
15024,DB06692,3816
15025,DB00629,151
15026,DB00248,1816
15027,DB02239,210
15028,DB02494,6122
15029,DB05241,2475
15030,DB08236,10092
15031,DB00770,5731
15032,DB00142,587
15033,DB00237,2568
15034,DB02375,5294
15035,DB00497,1576
15036,DB04908,3356
15037,DB01037,1557
15038,DB00836,4986
15039,DB00142,2917
15040,DB01394,1571
15041,DB04786,5321
15042,DB00062,1559
15043,DB09291,1565
15044,DB00157,4705
15045,DB00726,1812
15046,DB01197,1636
15047,DB00904,1565
15048,DB00292,2561
15049,DB01142,1133
15050,DB00134,2752
15051,DB00656,150
15052,DB00907,1559
15053,DB06594,1559
15054,DB01063,1813
15055,DB03136,2147
15056,DB00716,5729
15057,DB01411,1576
15058,DB00129,10166
15059,DB00184,1543
15060,DB01280,100
15061,DB08220,9971
15062,DB01392,3764
15063,DB06858,2147
15064,DB00413,1813
15065,DB00824,135
15066,DB00555,6326
15067,DB00635,2908
15068,DB00651,135
15069,DB06770,1558
15070,DB00762,1555
15071,DB01267,147
15072,DB00157,126
15073,DB00528,786
15074,DB00617,1576
15075,DB05824,2902
15076,DB01678,6714
15077,DB00188,5687
15078,DB00231,2561
15079,DB00158,1571
15080,DB00586,54658
15081,DB00629,150
15082,DB04002,760
15083,DB00951,1558
15084,DB00248,146
15085,DB07657,5319
15086,DB01472,6571
15087,DB00794,1555
15088,DB01997,4842
15089,DB04758,2155
15090,DB06148,3355
15091,DB06842,5141
15092,DB00458,3751
15093,DB00160,9054
15094,DB06212,552
15095,DB00074,2213
15096,DB00622,801
15097,DB00622,805
15098,DB00622,808
15099,DB04268,4069
15100,DB00166,11019
15101,DB00797,152
15102,DB07134,5770
15103,DB07645,3039
15104,DB07645,3040
15105,DB07718,2147
15106,DB00586,1555
15107,DB03900,6035
15108,DB01069,1128
15109,DB03390,55
15110,DB00157,26330
15111,DB01785,3422
15112,DB00477,1571
15113,DB04419,6927
15114,DB01224,1133
15115,DB00188,5742
15116,DB00157,223
15117,DB04786,5029
15118,DB01558,2566
15119,DB08811,1576
15120,DB03902,6714
15121,DB01979,4153
15122,DB00114,55304
15123,DB00458,1571
15124,DB00683,1576
15125,DB07734,23621
15126,DB00169,1559
15127,DB00013,5328
15128,DB03459,790
15129,DB02114,1990
15130,DB00849,2554
15131,DB00514,4986
15132,DB01032,9356
15133,DB00958,2950
15134,DB01189,2568
15135,DB00144,81490
15136,DB00157,4716
15137,DB01320,1557
15138,DB05752,1133
15139,DB07435,51426
15140,DB08453,7388
15141,DB02754,3320
15142,DB00589,3358
15143,DB01045,1558
15144,DB00384,1544
15145,DB00909,6329
15146,DB01769,5770
15147,DB01649,1977
15148,DB04395,11004
15149,DB00162,6017
15150,DB05345,3269
15151,DB00381,783
15152,DB05220,6790
15153,DB00247,3350
15154,DB00533,1558
15155,DB04871,1555
15156,DB07583,5569
15157,DB00715,1558
15158,DB01136,4718
15159,DB05793,338557
15160,DB06719,3973
15161,DB07887,2160
15162,DB04137,122622
15163,DB02622,5770
15164,DB00863,1565
15165,DB01254,1576
15166,DB02900,3482
15167,DB00403,886
15168,DB00404,2562
15169,DB00237,2560
15170,DB00589,3351
15171,DB00909,8911
15172,DB00349,55879
15173,DB00316,54575
15174,DB00783,100861540
15175,DB00783,1551
15176,DB00829,1555
15177,DB00163,2729
15178,DB01497,5443
15179,DB02527,5577
15180,DB00492,1636
15181,DB00575,1543
15182,DB00842,55879
15183,DB00228,513
15184,DB08675,5740
15185,DB06729,1555
15186,DB05469,146
15187,DB01194,762
15188,DB07656,10135
15189,DB01178,706
15190,DB06148,6530
15191,DB00487,7153
15192,DB01136,7422
15193,DB01144,759
15194,DB00257,1576
15195,DB06589,1576
15196,DB00627,23475
15197,DB08437,6143
15198,DB00363,1565
15199,DB01708,2556
15200,DB00119,64902
15201,DB01577,6530
15202,DB00808,3784
15203,DB01053,6565
15204,DB05764,572
15205,DB01558,2559
15206,DB01224,1815
15207,DB01151,1133
15208,DB01395,5743
15209,DB02553,2936
15210,DB00056,9103
15211,DB03012,1357
15212,DB02631,1890
15213,DB06262,152
15214,DB07794,5594
15215,DB00688,54600
15216,DB08690,27089
15217,DB01185,5618
15218,DB08067,3717
15219,DB00477,1813
15220,DB08891,9568
